data/ca/154998/252855/169478164.html,Niagara Falls Motor Lodge,"""The kindness of the owners\u002Fstaff of this place is what makes this place stand out from all other roadside motels.  The rooms are clean and have the basic necessities for a stay (far better than a Motel 6 or a Super 8), the cost is a fraction of the Niagara Falls ripoffs, but the staff was amazing.  We were planning a cycling loop and the owner graciously offered to let us leave our car in the parking lot for the 2 days that we cycled the Niagara loop.  The adjoining pub is a delight for a meal after a cycle or a pint after a drive.  Wonderful staff, great owners, this place is awesome!",5,positive,"July 28, 2013",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/313404035.html,Niagara Falls Motor Lodge,"""We chose this motel because #1 Price was cheaper than the others that raised their rates on weekends, and #2 the location, although not ideal was close to the Niagara Parkway and their parking lots.  The pluses for this facility are price, location, and personal service.   The building itself needs renovation, upgrading, and a general sprucing up.  There are breakfast and dinner restaurants nearby, and it is close-in to the main area.  A place to sleep at a reasonable price",2,negative,"September 24, 2015",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/745054547.html,Niagara Falls Motor Lodge,"""Decided to take a weekend away with friends for a mini getaway. Needed two rooms. Hotel was very accommodating. Asked for two rooms close to each other. Rooms well kept and maintained. Staff very polite. Would recommend hotel. Will be back again. Thanks for the fun weekend away. Very affordable",5,positive,"February 14, 2020",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/336928892.html,Niagara Falls Motor Lodge,"""We drove to Niagara Falls with no reservations or specific plans. Searching for a hotel on the phone, we found this one at a great price. The location was perfect if you don't want to be in the thick of the tourists. It's really in a little town just outside Niagara called Chipewa, where there are a few restaurants and pubs. The hotel owner waited for our arrival and showed us to our room, which was very clean and well appointed. Highly recommend if you want a simple inexpensive place to stay. ",4,positive,"January 3, 2016",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/541347996.html,Niagara Falls Motor Lodge,"""Awful, the rooms were filthy, during my stay so far the room has not been cleaned nor the beds made. Reception is hardly open. Apparently my room only has 1 Key so my room cannot be serviced. Plaster is hanging off the ceiling. damp patches on ceiling. walls filthy and scuffed. Coffee maker next to to toilet within bathroom, hardly health and safe compliant or hygenic. Complete lack of assistance from staff. If you prepay your bill I would advise you to check it carefully as I was way overcharged and had to wait for it to be refunded. No pool available. My advice is to avoid this place at all costs. The pictures shown by the management do not represent the cleanliness hygiene nor actual condition of this so called motel ",1,negative,"November 16, 2017",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/180646137.html,Niagara Falls Motor Lodge,"""Our family including our 4-yr old girl had a very good time there and it is a really nice place for vacation and relaxation, much better than the Super 8 kinds and giving better family feeling than 5-star hotel. \n\nThe room is very tidy with daily cleaning. The facilities are complete and all work very well. We slept very well with the high quality bed mattress, it's very thick and well supports the body. The yard is also nice for a relaxation moment, big and well maintained. The swimming pool is quite attractive, just that we've missed the summer season to enjoy it. They also had a very nice place for meal or have a drink. Besides, the location is convenient for visting the falls or marine land nearby, catering and buying daily things.\n\nMost important of all, the staff there are really friendly. Obviously they pay attention to details and value the customers. They're willing to answer your questions and feedback to your needs. Our little girl was just so happy to hang on with them for fun. For sure we'd like to come back for longer stay and recommend it to our friends. It deserves.",5,positive,"October 11, 2013",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/176452525.html,Niagara Falls Motor Lodge,"""When I phoned a month in advance for a room, I had confirmed online that the room was available. Instead of booking online, I called to confirm same was available. When I phoned a woman with an accent answered only \""Hello?\"" I asked \""Is this the Motor Lodge? I would like to book a room.\"" The woman told me to hold and a man answered. I again explained I wanted a room and was told that there was one available for $89.00 per night. I said I would take it and provided my credit card number and email address for confirmation. When I didn't receive the confirmation I contacted them again and the men told me not to worry, they had it on file. Of course, we get there on a long weekend and now they don't have my name on a room. But luckily for us there is one room which someone cancelled on! Furthermore, they couldn't give it to me at the price previously quoted. Now they wanted $159.00. First the wife said she didn't have me on the list but that there would be no problem but she would talk to her husband when he returned. When he returned she was gone and he said the lady was no longer there and he had no confirmation that we had that deal. Eventually he went down to $119.00 for the night which we took only because we had a show to go to and it was 40 minutes till start.\nThe actions of the owners were despicable! Using the other's absence to jack up the price was just greedy! And low and behold once we got in the room it was the room we had previously booked because it had two queen beds as was advertised on Trip Adviser.\nThe next morning we only wanted to shower and get out of there but there was no hot water!\nWhen you are paying for a bed and hot shower that is what you expect to have. Especially after all the garbage we went through.\nI only picked this place because of the reviews but wish I had stuck with the Motel 8 or the likes considering what a joke this place was.\nWill never go back nor will I tell anyone else to go here!",1,negative,"September 9, 2013",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/408859497.html,Niagara Falls Motor Lodge,"""We picked this motel because it was away from the \""touristy\"" area. It's only a few minutes drive to the Falls attractions. It was older, but pretty clean and nice. The AC in our room was loud, but it kept the room cool (which is the most important part!). The bed was comfy. The room was outdated, but nicely kept. Small bathroom, but nice and clean. Nice little fridge with a freezer. Microwave and coffee maker also. The staff was very friendly! The lady who checked us in gave us very informative tips about parking (only $5 all day by the IMAX center!!) and which attractions to see. The lobby was very small and kind of a mess. They don't have breakfast, but gave us fresh fruit every day. The listing on Hotels.com said they had a restaurant, but it was not open and looked very run down. The pool was small. They have a \""garden area\"" with a grill and chairs, which we did not utilize. They have free wifi and cable channels. It was a little on the pricey side for what we got, but overall we had a good experience. There are a few restaurants within walking distance (which don't charge you the \""tourist tax\"" that you will get charged by eating downtown).",4,positive,"August 22, 2016",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/415322003.html,Niagara Falls Motor Lodge,"""   Arrived early for check in and staff were very attentive, courteous and professional. We were checked in early! \nThe room was a quite large clean and well stocked. The king bed was comfortable, clean and the linens were fairly new. Yes the motel is a little older but overall in good condition and clean with a nice atmosphere for chillaxing...LOL\n   I enjoyed the outdoor pool. We also enjoyed the quiet of the Chippewa area ...out of the hustle and bustle of central Niagara Falls.....yet only 5 minutes away. The Boat House Restaurant & Bar at the end of the block was a fun place for a quick dinner and beverage. Food was good. \n   Golfers..... this Motel is very close to Legends on the Niagara and several other golf courses. It would make a great golf weekend location.\n   I would return on my next visit to the Niagara Region.",4,positive,"September 6, 2016",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/321743449.html,Niagara Falls Motor Lodge,"""From the moment I arrived Stephanie (owner) was amazing - always had a smile on her face & a kind word. She was very informative, friendly & wanting to make my stay an enjoyable one. The room had everything I needed for my 2 night stay & the bed was incredible. I would go back again.",4,positive,"October 25, 2015",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/285168274.html,Niagara Falls Motor Lodge,"""I really enjoyed this hotel. Our room was huge and decorations were very enjoyable. The staff are very nice specially the owner-Stephanie. She is a amazing lady and very helpful. The area is very convenient and quite place. Great area and great hotel for a good price. Would definitely be staying here again my next trip.",4,positive,"July 2, 2015",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/407561177.html,Niagara Falls Motor Lodge,"""Run down, out of town, falling apart. Broken furniture graveyard in the back and on the side. No bar, restaurant, or even breakfast. No heat in the pool. Good luck getting the door opened. If you pay more than $20 a night, you got ripped off!",2,negative,"August 19, 2016",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/614483746.html,Niagara Falls Motor Lodge,"""The hotel is aged. Myriad of spiders above the entrance doors at the evening, spooky. On positive side - everything in room is operational and location is convenient, close to Marineland and the falls. Adding one star because staff was kind to wait for us and checked in after hours.",4,positive,"September 6, 2018",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/396142759.html,Niagara Falls Motor Lodge,"""We stopped overnight on our way home to Pittsburgh after a long flight to Toronto. We were greeted by the charming owner, kids playing Marco Polo in the pool and a live band playing in the bar across the road. Folks had lawn chairs set up in the motel parking lot enjoying the show. Clean, comfortable room with coffee, fridge and microwave, soft beds, free wifi. For the money and proximity to Niagara Falls attractions, I would stay here any day. It was a nice throwback to 70s family vacation. ",5,positive,"July 24, 2016",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/408687562.html,Niagara Falls Motor Lodge,"""OUt of the way. Iffy area. Unnattractive and run down. Weeds growing all over parking lot and along sidewalks. Mops, garbage cans, hoses lying about. Pool uninviting and just ugly.No lobby. Check in in dirty,messy,hot little room. The best thing about this place was the young man at the desk.He couldn't have been nicer or friendlier or more helpful. The room was hard to describe. One wall mirrored. Dark. Creepy. But I have to say that it had everything I needed. Fridge, micro, large tv. Big bathroom with coffee and designer sink. Bed was soft but I slept well. I was glad to leave. They do make an effort to make it nice(fruit in the room) but it needs a lot of work . With some effort it could be a cute place. Hire a landscaper!",2,negative,"August 22, 2016",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/740691258.html,Niagara Falls Motor Lodge,"""What a great stay.  Staff were very pleasant and helpful.  Older hotel but well maintained and clean.  Close to amnesties.  Would definately stay again.  Thank you so much for the wonderful stay Niagara Motor Hotel.",4,positive,"January 22, 2020",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/296328881.html,Niagara Falls Motor Lodge,"""We came across this motel on our first day at The Falls.  It was cheap and cheerful. It was clean.  We got a nice welcome.  The front desk was helpful when we asked about restaurants in the evening.  Had said we would only stay one night but ended up staying 3 nights.  It was in a quiet area. I would recommend this place if someone was looking for a quiet place to stay and it was cheap also compared to what one would pay for a place in The Falls itself.  There are places to eat within easy walking distance of the motel for breakfast and evening meals, there is a pub opposite the motel if one wanted a few drinks also.",5,positive,"August 6, 2015",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/214288099.html,Niagara Falls Motor Lodge,"""Went to this Hotel - by GPS - Thought we were in the wrong place. There is no lobby - and no flowers. The place is far from the website pictures.\n\nThe staff are friendly - but the bed in the room was terrible - Lopsided - I did not sleep.\n\nCats everywhere - and would probably not go back.",2,negative,"July 8, 2014",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/172221163.html,Niagara Falls Motor Lodge,"""I stayed here based on the glowing tripadvisor reviews.  The owner was really nice and friendly, and they obviously work hard to keep the place in good condition.  My only issue was that the room had a lot of flies and other flying insects, and there was no screen on the window to open it.  \n\nThe internet was super fast and the tv selection was good.  The beds were comfy and clean.  But yeah...there are a ton of motels on Lundy Lane that don't have internet reservations.  I feel like that is a better location (restaurants, etc.) and probably about the same, maybe even cheaper rooms.",3,negative,"August 14, 2013",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/252855/532602883.html,Niagara Falls Motor Lodge,"""If you know what you're getting, this can be a great place to stay. Very clean (inside the room - the outside premises could have been a bit cleaner), nice people (although not as readily available as I would like), and a decent location just a few miles away from the falls and \""downtown.\"" I would stay here again.",4,positive,"October 13, 2017",7950 Portage Rd at Legion Street,Niagara Falls,Ontario,L2G 5Y8
data/ca/154998/254355/17787329.html,Dutch Inn Motel,"""When we want to Niagara Falls last year, I booked this hotel because it was cheap and it was only for 2 nights. \n\nWhen I first reserved, with ratestogo.com, I've been told that they would accept my cat with an extra fee.\nOnce arrived there, I asked the owner and he told me that not pets were allowed in their rooms...good thing because I would'nt even have my cat there! \nIt was so discusting...I finally let my cat in because it was too hot in the car for her to stay...\nShe was hiding under the bed so I went to reach for her but what I saw made me sick! Under the bed was all kind of papers, chips, cookies, condoms...I could not believe that! \nI didn't even took my bath or shower because it was so dirty! The bath was black, with pubic hair. The toilet was worse. To hide the window, they used the blue fabric for the pool.\nWHAT A NIGHTMARE.\nNever again I will stay in DUTCH INN!!!",1,negative,"July 11, 2008",8661 Lundy's Lane,Niagara Falls,Ontario,L2H 1H5
data/ca/154998/254355/72644667.html,Dutch Inn Motel,"""Please don't book yourself into this nightmarish spooky dirty gruesome motel. The owners were not helpful, they were rude, did not allow my pet to stay in, rooms were dirty, smelly just  uninhabitable. STAY AWAY IF YOU CAN.",1,negative,"July 27, 2010",8661 Lundy's Lane,Niagara Falls,Ontario,L2H 1H5
